479,VALENTIA OBSERVATORY EI,20001019,135.000
480,VALENTIA OBSERVATORY EI,19991125,134.000
481,VALENTIA OBSERVATORY EI,20001013,134.000
482,VALENTIA OBSERVATORY EI,20010306,134.000
483,BRON LYON AEROPORT FR,20130403,134.000
484,VALENTIA OBSERVATORY EI,19991104,133.000
485,VALENTIA OBSERVATORY EI,19991107,133.000
486,VALENTIA OBSERVATORY EI,20000409,133.000
487,VALENTIA OBSERVATORY EI,20001004,133.000
488,VALENTIA OBSERVATORY EI,20000420,132.000
489,VALENTIA OBSERVATORY EI,20000422,132.000
490,VALENTIA OBSERVATORY EI,20000523,132.000
491,VALENTIA OBSERVATORY EI,20001012,132.000
492,VALENTIA OBSERVATORY EI,20001018,132.000
493,VALENTIA OBSERVATORY EI,20001024,132.000
494,VALENTIA OBSERVATORY EI,20010405,132.000
495,VITORIA FORONDA SP,19830525,132.000
496,VITORIA FORONDA SP,19831101,132.000
497,VITORIA FORONDA SP,19831222,132.000
498,VALENTIA OBSERVATORY EI,19991004,131.000
499,VALENTIA OBSERVATORY EI,19991020,131.000
500,VALENTIA OBSERVATORY EI,19991102,131.000
501,VALENTIA OBSERVATORY EI,19991127,131.000
502,VALENTIA OBSERVATORY EI,19991128,131.000
503,VALENTIA OBSERVATORY EI,20000306,131.000
504,VALENTIA OBSERVATORY EI,20000519,131.000
505,VALENTIA OBSERVATORY EI,20001022,131.000
506,VALENTIA OBSERVATORY EI,20001210,131.000
507,VALENTIA OBSERVATORY EI,19991030,130.000
508,VALENTIA OBSERVATORY EI,20000223,130.000
509,VALENTIA OBSERVATORY EI,20000327,130.000
510,VALENTIA OBSERVATORY EI,20000520,130.000
511,VALENTIA OBSERVATORY EI,20000528,130.000
512,VALENTIA OBSERVATORY EI,20001008,130.000
513,VALENTIA OBSERVATORY EI,20001023,130.000
514,VITORIA FORONDA SP,19831122,130.000
515,VITORIA FORONDA SP,19840123,130.000
516,VALENTIA OBSERVATORY EI,19991019,129.000
517,VALENTIA OBSERVATORY EI,20000310,129.000
518,VALENTIA OBSERVATORY EI,20000408,129.000
519,VALENTIA OBSERVATORY EI,20001130,129.000
520,VALENTIA OBSERVATORY EI,20010331,129.000
521,VALENTIA OBSERVATORY EI,19991028,128.000
522,VALENTIA OBSERVATORY EI,20000319,128.000
523,VALENTIA OBSERVATORY EI,20010322,128.000
524,BRON LYON AEROPORT FR,20130324,128.000
525,VITORIA FORONDA SP,19831230,128.000
526,VITORIA FORONDA SP,19840319,128.000
527,VITORIA FORONDA SP,19840323,128.000
528,VALENTIA OBSERVATORY EI,19991124,127.000
529,VALENTIA OBSERVATORY EI,20001011,127.000
530,VALENTIA OBSERVATORY EI,20010210,127.000
531,VALENTIA OBSERVATORY EI,19991118,126.000
532,VALENTIA OBSERVATORY EI,19991130,126.000
533,VALENTIA OBSERVATORY EI,20000308,126.000
534,VALENTIA OBSERVATORY EI,20000517,126.000
535,VALENTIA OBSERVATORY EI,20001025,126.000
536,VALENTIA OBSERVATORY EI,20001211,126.000
537,BRON LYON AEROPORT FR,20130202,126.000
538,BRON LYON AEROPORT FR,20130316,126.000
539,VITORIA FORONDA SP,19831227,126.000
540,VALENTIA OBSERVATORY EI,19991117,125.000
541,VALENTIA OBSERVATORY EI,19991123,125.000
542,VALENTIA OBSERVATORY EI,19991206,125.000
543,VALENTIA OBSERVATORY EI,19991210,125.000
544,VALENTIA OBSERVATORY EI,20000207,125.000
545,VALENTIA OBSERVATORY EI,20000307,125.000
546,VALENTIA OBSERVATORY EI,20000423,125.000
547,VALENTIA OBSERVATORY EI,20000526,125.000
548,VALENTIA OBSERVATORY EI,20001127,125.000
549,VALENTIA OBSERVATORY EI,20001204,125.000
